control_kind,control_id,defined_in,ever_fired,firing_evidence_kind,fixture_proof,evidence
gate,T13_gateC_classification:Gate E,docs/change_reports/T13_gateC_classification.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,T13_gateD_map:Gate C,docs/change_reports/T13_gateD_map.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T13_gateD_map:Gate D,docs/change_reports/T13_gateD_map.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T13_gateD_map:Gate E,docs/change_reports/T13_gateD_map.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,T13_gateE_register_and_bundle:Gate A,docs/change_reports/T13_gateE_register_and_bundle.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T13_gateE_register_and_bundle:Gate B,docs/change_reports/T13_gateE_register_and_bundle.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T13_gateE_register_and_bundle:Gate C,docs/change_reports/T13_gateE_register_and_bundle.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T13_gateE_register_and_bundle:Gate D,docs/change_reports/T13_gateE_register_and_bundle.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T13_gateE_register_and_bundle:Gate E,docs/change_reports/T13_gateE_register_and_bundle.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,T13_spec:Gate A,docs/reference_update/Gayini_T13_spec.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T13_spec:Gate B,docs/reference_update/Gayini_T13_spec.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T13_spec:Gate C,docs/reference_update/Gayini_T13_spec.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T13_spec:Gate D,docs/reference_update/Gayini_T13_spec.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T13_spec:Gate E,docs/reference_update/Gayini_T13_spec.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,T1_gate0_inventory:Gate 0,docs/change_reports/T1_gate0_inventory.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md
gate,T1_gate0_inventory:Gate A,docs/change_reports/T1_gate0_inventory.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T1_gate0_inventory:Gate A0,docs/change_reports/T1_gate0_inventory.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T1_gate0_inventory:Gate B,docs/change_reports/T1_gate0_inventory.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gate0_inventory:Gate C,docs/change_reports/T1_gate0_inventory.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gate0_inventory:Gate D,docs/change_reports/T1_gate0_inventory.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gateA_recon:Gate A,docs/change_reports/T1_gateA_recon.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T1_gateA_recon:Gate A0,docs/change_reports/T1_gateA_recon.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T1_gateA_recon:Gate B,docs/change_reports/T1_gateA_recon.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gateA_recon:Gate B1,docs/change_reports/T1_gateA_recon.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_P3_captions.md
gate,T1_gateA_recon:Gate C,docs/change_reports/T1_gateA_recon.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gateB1:Gate 1,docs/change_reports/T1_gateB1.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,T1_gateB1:Gate B1,docs/change_reports/T1_gateB1.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_P3_captions.md
gate,T1_gateB1:Gate C,docs/change_reports/T1_gateB1.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gateB_dim_management_zone:Gate A,docs/change_reports/T1_gateB_dim_management_zone.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T1_gateB_dim_management_zone:Gate B,docs/change_reports/T1_gateB_dim_management_zone.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gateB_dim_management_zone:Gate B1,docs/change_reports/T1_gateB_dim_management_zone.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_P3_captions.md
gate,T1_gateB_dim_management_zone:Gate C,docs/change_reports/T1_gateB_dim_management_zone.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gateC:Gate C,docs/change_reports/T1_gateC.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gateC:Gate D,docs/change_reports/T1_gateC.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gateD:Gate C,docs/change_reports/T1_gateD.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_gateD:Gate D,docs/change_reports/T1_gateD.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_zone_stratum_census_join:Gate 0,docs/T1_zone_stratum_census_join.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md
gate,T1_zone_stratum_census_join:Gate A,docs/T1_zone_stratum_census_join.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T1_zone_stratum_census_join:Gate A0,docs/T1_zone_stratum_census_join.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T1_zone_stratum_census_join:Gate B,docs/T1_zone_stratum_census_join.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_zone_stratum_census_join:Gate B1,docs/T1_zone_stratum_census_join.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_P3_captions.md
gate,T1_zone_stratum_census_join:Gate C,docs/T1_zone_stratum_census_join.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T1_zone_stratum_census_join:Gate D,docs/T1_zone_stratum_census_join.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T2_zone_annual_veg:Gate A,docs/change_reports/T2_zone_annual_veg.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T2_zone_annual_veg:Gate B,docs/change_reports/T2_zone_annual_veg.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T2_zone_annual_veg:Gate C,docs/change_reports/T2_zone_annual_veg.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T2_zone_annual_veg:Gate D,docs/change_reports/T2_zone_annual_veg.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T2_zone_annual_veg:Gate E,docs/change_reports/T2_zone_annual_veg.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,T2_zone_annual_veg:Gate F,docs/change_reports/T2_zone_annual_veg.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T2_zone_annual_veg_extraction:Gate A,docs/T2_zone_annual_veg_extraction.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T2_zone_annual_veg_extraction:Gate A2,docs/T2_zone_annual_veg_extraction.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T2_zone_annual_veg_extraction:Gate B,docs/T2_zone_annual_veg_extraction.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T2_zone_annual_veg_extraction:Gate B2,docs/T2_zone_annual_veg_extraction.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T2_zone_annual_veg_extraction:Gate C,docs/T2_zone_annual_veg_extraction.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T2_zone_annual_veg_extraction:Gate D,docs/T2_zone_annual_veg_extraction.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T2_zone_annual_veg_extraction:Gate E,docs/T2_zone_annual_veg_extraction.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,T3_always_green_threshold:Gate A,docs/T3_always_green_threshold.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T3_always_green_threshold:Gate A1,docs/T3_always_green_threshold.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_always_green_threshold:Gate A2,docs/T3_always_green_threshold.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_always_green_threshold:Gate B,docs/T3_always_green_threshold.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T3_always_green_threshold:Gate B1,docs/T3_always_green_threshold.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_P3_captions.md
gate,T3_always_green_threshold:Gate B2,docs/T3_always_green_threshold.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_always_green_threshold:Gate C,docs/T3_always_green_threshold.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T3_always_green_threshold:Gate D,docs/T3_always_green_threshold.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T3_always_green_threshold:Gate E,docs/T3_always_green_threshold.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,T3_gateA1_A2_B_20260803:Gate A,docs/change_reports/T3_gateA1_A2_B_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T3_gateA1_A2_B_20260803:Gate A1,docs/change_reports/T3_gateA1_A2_B_20260803.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_gateA1_A2_B_20260803:Gate A2,docs/change_reports/T3_gateA1_A2_B_20260803.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_gateA1_A2_B_20260803:Gate B1,docs/change_reports/T3_gateA1_A2_B_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_P3_captions.md
gate,T3_gateA1_A2_B_20260803:Gate B2,docs/change_reports/T3_gateA1_A2_B_20260803.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_gateA1_A2_B_20260803:Gate C,docs/change_reports/T3_gateA1_A2_B_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T3_gateA1_A2_B_20260803:Gate D,docs/change_reports/T3_gateA1_A2_B_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T3_gateA1_A2_B_20260803:Gate E,docs/change_reports/T3_gateA1_A2_B_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,T3_gateA_recon_20260803:Gate A,docs/change_reports/T3_gateA_recon_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T3_gateA_recon_20260803:Gate A1,docs/change_reports/T3_gateA_recon_20260803.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_gateA_recon_20260803:Gate A2,docs/change_reports/T3_gateA_recon_20260803.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_gateA_recon_20260803:Gate B1,docs/change_reports/T3_gateA_recon_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_P3_captions.md
gate,T3_gateA_recon_20260803:Gate B2,docs/change_reports/T3_gateA_recon_20260803.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_gateCDE_20260803:Gate A1,docs/change_reports/T3_gateCDE_20260803.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_gateCDE_20260803:Gate A2,docs/change_reports/T3_gateCDE_20260803.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_gateCDE_20260803:Gate B1,docs/change_reports/T3_gateCDE_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_P3_captions.md
gate,T3_gateCDE_20260803:Gate B2,docs/change_reports/T3_gateCDE_20260803.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T3_gateCDE_20260803:Gate C,docs/change_reports/T3_gateCDE_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T3_gateCDE_20260803:Gate D,docs/change_reports/T3_gateCDE_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T3_gateCDE_20260803:Gate E,docs/change_reports/T3_gateCDE_20260803.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,T4_spine_evidence_workbook:Gate A,docs/T4_spine_evidence_workbook.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T4_spine_evidence_workbook:Gate B,docs/T4_spine_evidence_workbook.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T4_spine_evidence_workbook:Gate C,docs/T4_spine_evidence_workbook.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T4_spine_evidence_workbook:Gate D,docs/T4_spine_evidence_workbook.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T5_change_report:Gate 1,docs/change_reports/T5_change_report.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,T5_change_report:Gate 2,docs/change_reports/T5_change_report.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/temporal/TEMPORAL1_report.md
gate,T5_change_report:Gate B1,docs/change_reports/T5_change_report.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_P3_captions.md
gate,T5_change_report:Gate C,docs/change_reports/T5_change_report.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T5_guardrails_and_checks:Gate 1,docs/T5_guardrails_and_checks.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,T5_guardrails_and_checks:Gate 2,docs/T5_guardrails_and_checks.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/temporal/TEMPORAL1_report.md
gate,T5_guardrails_and_checks:Gate 3,docs/T5_guardrails_and_checks.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T5_guardrails_and_checks:Gate 4,docs/T5_guardrails_and_checks.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/task_J_gate4_law_and_figures_20260718.md
gate,T5_guardrails_and_checks:Gate A2,docs/T5_guardrails_and_checks.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,T5_guardrails_and_checks:Gate B1,docs/T5_guardrails_and_checks.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_P3_captions.md
gate,T5_guardrails_and_checks:Gate C,docs/T5_guardrails_and_checks.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T5_guardrails_and_checks:Gate D,docs/T5_guardrails_and_checks.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T6_third_grazing_arm:Gate A,docs/change_reports/T6_third_grazing_arm.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T6_third_grazing_arm:Gate B,docs/change_reports/T6_third_grazing_arm.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T6_third_grazing_arm:Gate D,docs/change_reports/T6_third_grazing_arm.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T6_third_grazing_arm:Gate E,docs/change_reports/T6_third_grazing_arm.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/tier2H_gateE_palette_audit.md
gate,T8_T9_T10_gateA_decisions:Gate A,docs/reference_update/T8_T9_T10_gateA_decisions.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T8_T9_T10_gateA_decisions:Gate B,docs/reference_update/T8_T9_T10_gateA_decisions.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_T9_T10_gateA_decisions:Gate C,docs/reference_update/T8_T9_T10_gateA_decisions.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_T9_T10_gateA_recon:Gate A,docs/change_reports/T8_T9_T10_gateA_recon.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T8_T9_T10_gateA_recon:Gate B,docs/change_reports/T8_T9_T10_gateA_recon.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_T9_T10_gateA_recon:Gate C,docs/change_reports/T8_T9_T10_gateA_recon.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_T9_T10_gateA_recon:Gate D,docs/change_reports/T8_T9_T10_gateA_recon.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_gateA_inventory_and_T9_addendum:Gate A,docs/change_reports/T8_gateA_inventory_and_T9_addendum.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T8_gateA_inventory_and_T9_addendum:Gate B,docs/change_reports/T8_gateA_inventory_and_T9_addendum.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_gateA_inventory_and_T9_addendum:Gate D,docs/change_reports/T8_gateA_inventory_and_T9_addendum.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_gateA_pin_decisions:Gate A,docs/reference_update/T8_gateA_pin_decisions.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,T8_gateA_pin_decisions:Gate B,docs/reference_update/T8_gateA_pin_decisions.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_gateA_pin_decisions:Gate D,docs/reference_update/T8_gateA_pin_decisions.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_gateBD_dim_headline_number:Gate B,docs/change_reports/T8_gateBD_dim_headline_number.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_gateBD_dim_headline_number:Gate C,docs/change_reports/T8_gateBD_dim_headline_number.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_gateBD_dim_headline_number:Gate D,docs/change_reports/T8_gateBD_dim_headline_number.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_gateB_prewrite_sixth_pin_STOP:Gate B,docs/change_reports/T8_gateB_prewrite_sixth_pin_STOP.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/DOC1_gateC_figures_methods.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_gateB_prewrite_sixth_pin_STOP:Gate D,docs/change_reports/T8_gateB_prewrite_sixth_pin_STOP.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,T8_pixel_area_constant_audit:Gate D,docs/change_reports/T8_pixel_area_constant_audit.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md; docs/change_reports/T10_gateC_residuals.md
gate,TEMPORAL1:Gate 1,docs/reference_update/Gayini_CC_spec_TEMPORAL1.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,TEMPORAL1:Gate 2,docs/reference_update/Gayini_CC_spec_TEMPORAL1.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/temporal/TEMPORAL1_report.md
gate,TEMPORAL1:Gate 3,docs/reference_update/Gayini_CC_spec_TEMPORAL1.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,TEMPORAL1:Gate 4,docs/reference_update/Gayini_CC_spec_TEMPORAL1.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/task_J_gate4_law_and_figures_20260718.md
gate,TEMPORAL1:Gate 5,docs/reference_update/Gayini_CC_spec_TEMPORAL1.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,TEMPORAL1_completion:Gate 3,docs/reference_update/Gayini_CC_spec_TEMPORAL1_completion.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,TRACE1:Gate A,docs/Audit/Gayini_CC_spec_TRACE1.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/audit/AUD1_gateA_inventory.md; docs/change_reports/T1_gateB_dim_management_zone.md
gate,Tier1_TaskJ_prepost_placebo_ladder:Gate 1,docs/Tier1_TaskJ_prepost_placebo_ladder.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/diag/EXEMPLAR1_report.md
gate,Tier1_TaskJ_prepost_placebo_ladder:Gate 2,docs/Tier1_TaskJ_prepost_placebo_ladder.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,Output/temporal/TEMPORAL1_report.md
gate,Tier1_TaskJ_prepost_placebo_ladder:Gate 3,docs/Tier1_TaskJ_prepost_placebo_ladder.md,0,"text-proximity (<=500 chars), NOT a verified rejection",,
gate,Tier1_TaskJ_prepost_placebo_ladder:Gate 4,docs/Tier1_TaskJ_prepost_placebo_ladder.md,1,"text-proximity (<=500 chars), NOT a verified rejection",,docs/change_reports/task_J_gate4_law_and_figures_20260718.md
