path,verdict,reached_by,depth,cited_by,taskK_essential,size_bytes,reason
Output/tables/task_J_gate3_J_T1.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateA_report.md,,3244,cited by 4 tracked document(s) but no pipeline reaches it
Output/tables/task_J_gate3_assertions.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateA_report.md,,6626,cited by 4 tracked document(s) but no pipeline reaches it
Output/tables/task_J_gate3_shape_vs_reference.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateA_report.md,,877,cited by 4 tracked document(s) but no pipeline reaches it
Output/tables/task_J_gate4_heteroscedasticity.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateA_report.md,,501,cited by 4 tracked document(s) but no pipeline reaches it
Output/tables/task_J_gate4_law_summary.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateA_report.md,,418,cited by 4 tracked document(s) but no pipeline reaches it
Output/tables/task_J_gate4_raster_assertions.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateA_report.md,,3614,cited by 4 tracked document(s) but no pipeline reaches it
Output/tables/task_J_gate4_residual_ranking.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateA_report.md,,1387,cited by 4 tracked document(s) but no pipeline reaches it
Output/tables/tier2H_h32_sample_power_1000draws.csv,ARCHIVE,,,docs/Gayini_census_audit_kickoff.md|docs/change_reports/T8_pixel_area_constant_audit.md,no,33194,cited by 2 tracked document(s) but no pipeline reaches it
Output/tables/tier2H_h32_sample_power_summary.csv,ARCHIVE,,,docs/Tier2_TaskH_ondisk_census_groundcover_review.md,no,727,cited by 1 tracked document(s) but no pipeline reaches it
Output/temporal/PARTSCATTER_community_support.csv,ARCHIVE,,,Output/runs/RUN_PARTSCATTER_20260809.md|docs/reference_update/Gayini_caption_register.md,,2370,cited by 2 tracked document(s) but no pipeline reaches it
Output/temporal/PARTSCATTER_dropped_parts.csv,ARCHIVE,,,Output/runs/RUN_PARTSCATTER_20260809.md,,3123,cited by 1 tracked document(s) but no pipeline reaches it
Output/temporal/PARTSCATTER_excluded_communities.csv,ARCHIVE,,,Output/runs/RUN_PARTSCATTER_20260809.md|docs/reference_update/Gayini_caption_register.md,,300,cited by 2 tracked document(s) but no pipeline reaches it
Output/temporal/PARTSCATTER_reconciliation_chain.csv,ARCHIVE,,,Output/runs/RUN_PARTSCATTER_20260809.md|docs/reference_update/Gayini_caption_register.md,,2044,cited by 2 tracked document(s) but no pipeline reaches it
Output/temporal/PARTSCATTER_scatter_input.csv,ARCHIVE,,,Output/runs/RUN_PARTSCATTER_20260809.md|docs/reference_update/Gayini_caption_register.md,,113822,cited by 2 tracked document(s) but no pipeline reaches it
Output/temporal/TEMPORAL1_community_by_floodbin.csv,ARCHIVE,,,Output/temporal/TEMPORAL1_report.md|docs/reference_update/Gayini_CC_spec_DELIVER1.md,,16856,cited by 2 tracked document(s) but no pipeline reaches it
Output/temporal/TEMPORAL1_facts.csv,ARCHIVE,,,,,927,referenced by 1 tracked file(s) but no pipeline reaches it
Output/temporal/TEMPORAL1_reconciliation.csv,ARCHIVE,,,Output/temporal/TEMPORAL1_report.md,,44764,cited by 1 tracked document(s) but no pipeline reaches it
Output/temporal/TEMPORAL1_report.md,ARCHIVE,,,,,16880,referenced by 2 tracked file(s) but no pipeline reaches it
Output/temporal/TEMPORAL1_scatter_input.csv,ARCHIVE,,,,,60902,referenced by 2 tracked file(s) but no pipeline reaches it
Output/temporal/TEMPORAL1_unit_level.csv,ARCHIVE,,,Output/temporal/TEMPORAL1_report.md,,60902,cited by 1 tracked document(s) but no pipeline reaches it
Output/temporal/TEMPORAL1_wet_end_sensitivity.csv,ARCHIVE,,,Output/temporal/TEMPORAL1_report.md,,2730,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_patch_summary.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,703241,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_regression_coefficients.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,10972,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_EK_ar1_both_sides.csv,ARCHIVE,,,Output/unzoned/UNZONED_v3_data_dictionary.md,,1465,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armA_all_patches.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md,,636473,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armA_community_support.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,1690,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armA_descriptive_offsets.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,1846,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armA_per_patch_offsets.csv,ARCHIVE,,,,,6208,referenced by 3 tracked file(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armA_scatter_input.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,40301,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armA_selection_counts.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,427,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armA_size_matched.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md,,162,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_ar1_fit.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md,,1165,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_between_fits.csv,ARCHIVE,,,,,5731,referenced by 3 tracked file(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_between_residuals.csv,ARCHIVE,,,Output/unzoned/UNZONED_v3_data_dictionary.md,,8574,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_community_comparison.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,389,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_corroboration.csv,ARCHIVE,,,,,1279,referenced by 2 tracked file(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_inland_size_quartiles.csv,ARCHIVE,,,,,1004,referenced by 3 tracked file(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_patch_year.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,380140,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_per_patch_slopes.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,18054,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_predictions.csv,ARCHIVE,,,,,2430,referenced by 2 tracked file(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_serial_correlation.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md,,280,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_size_range_support.csv,ARCHIVE,,,Output/unzoned/UNZONED_v3_data_dictionary.md,,1585,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_slope_distribution.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md,,898,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_armB_within_fits.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,2849,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_data_dictionary.md,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md,,7860,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_findings_note.md,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md,,18326,cited by 1 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_manifest.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md|Output/unzoned/UNZONED_v3_findings_note.md,,14990,cited by 3 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_plot_overlay_summary.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,772,cited by 2 tracked document(s) but no pipeline reaches it
Output/unzoned/UNZONED_v3_size_robustness.csv,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md|Output/unzoned/UNZONED_v3_data_dictionary.md,,5451,cited by 2 tracked document(s) but no pipeline reaches it
R/daily_inundation_extraction_functions.R,ARCHIVE,,,docs/function_file_inventory.md,,20363,cited by 1 tracked document(s) but no pipeline reaches it
R/diag/DIAG1_common.R,ARCHIVE,,,Output/diag/DIAG1_diagnostics.md,,7356,cited by 1 tracked document(s) but no pipeline reaches it
R/diag/DIAG1_stageA.R,ARCHIVE,,,Output/diag/DIAG1_diagnostics.md,,23113,cited by 1 tracked document(s) but no pipeline reaches it
R/diag/DIAG1_stageC.R,ARCHIVE,,,Output/diag/DIAG1_diagnostics.md,,12926,cited by 1 tracked document(s) but no pipeline reaches it
R/diag/DIAG1_stageE.R,ARCHIVE,,,Output/diag/DIAG1_diagnostics.md,,11814,cited by 1 tracked document(s) but no pipeline reaches it
R/diag/EX1_gate3_check.R,ARCHIVE,,,Output/diag/EXEMPLAR1_report.md,,8573,cited by 1 tracked document(s) but no pipeline reaches it
R/diag/GLM1_models.R,ORPHAN,,,,,9354,nothing references it and no tracked document names it
R/diag/MAP1_figure_M5.R,ORPHAN,,,,,12793,nothing references it and no tracked document names it
R/diag/MAP1_figures.R,ARCHIVE,,,Output/runs/RUN_MAP1_20260810.md,,19508,cited by 1 tracked document(s) but no pipeline reaches it
R/diag/MAP1_figures_M3_M4.R,ARCHIVE,,,Output/runs/RUN_MAP1_20260810.md,,13779,cited by 1 tracked document(s) but no pipeline reaches it
R/diag/PARTSCATTER_figure.R,ARCHIVE,,,Output/runs/RUN_PARTSCATTER_20260809.md|docs/reference_update/Gayini_caption_register.md,,18083,cited by 2 tracked document(s) but no pipeline reaches it
R/diag/SPAT1_moran.R,ARCHIVE,,,Output/diag/SPAT1_findings.md,,16707,cited by 1 tracked document(s) but no pipeline reaches it
R/diag/SPAT1_stage0_gam.R,ORPHAN,,,,,3964,nothing references it and no tracked document names it
R/diag/SPAT1_stageA_figures.R,ORPHAN,,,,,13008,nothing references it and no tracked document names it
R/diag/SPAT1_stageB_figure.R,ORPHAN,,,,,8867,nothing references it and no tracked document names it
R/diag/SPAT1_stageB_gam_ladder.R,ORPHAN,,,,,5902,nothing references it and no tracked document names it
R/diag/TEMPORAL1_figure.R,ARCHIVE,,,,,7077,referenced by 3 tracked file(s) but no pipeline reaches it
R/diag/UNZONED_v3_EK_realparts_ar1.R,ORPHAN,,,,,5613,nothing references it and no tracked document names it
R/diag/UNZONED_v3_armA_figures.R,UNRESOLVED,,,Output/runs/RUN_UNZONED_V3_20260810.md,,27859,may carry culturally sensitive material; design seat rules
R/diag/UNZONED_v3_armB_ar1.R,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md,,4783,cited by 1 tracked document(s) but no pipeline reaches it
R/diag/UNZONED_v3_size_robustness.R,ARCHIVE,,,Output/runs/RUN_UNZONED_V3_20260810.md,,7345,cited by 1 tracked document(s) but no pipeline reaches it
R/fractional_cover_extraction_functions.R,ARCHIVE,,,docs/function_file_inventory.md,,24837,cited by 1 tracked document(s) but no pipeline reaches it
R/gayini_analysis_base_functions.R,ARCHIVE,,,docs/CHANGELOG_rs_consolidation.md|docs/codebase_audit_rs_inundation.md|docs/codex_context.md,,14345,cited by 6 tracked document(s) but no pipeline reaches it
R/gayini_area_map.R,ARCHIVE,,,Output/runs/RUN_DASH2_20260809.md|Output/runs/RUN_DASH3_20260809.md|docs/Gayini_taskL_merge_checklist.md,,12768,cited by 8 tracked document(s) but no pipeline reaches it
R/gayini_assert_rendered.R,ARCHIVE,,,Output/audit/AUD1_pack_gap_report.md|Output/audit/FIG3_partA_producer_review.md|docs/Gayini_issues_log.md,,3255,cited by 6 tracked document(s) but no pipeline reaches it
R/gayini_dash2_panels.R,ARCHIVE,,,Output/runs/RUN_DASH2_20260809.md|Output/runs/RUN_PARTSCATTER_20260809.md,,15461,cited by 2 tracked document(s) but no pipeline reaches it
R/gayini_dashboard_compose.R,ARCHIVE,,,Output/audit/DOC3_findings.md|Output/audit/DOC3_rulingU_blast_radius.md|Output/diag/EXEMPLAR1_report.md,,26126,cited by 19 tracked document(s) but no pipeline reaches it
R/gayini_dashboard_figures.R,ARCHIVE,,,docs/Tier1_TaskG_figures_and_dashboards_refresh.md|docs/repo_audit_pre_subsampling_stocktake.md,,13187,cited by 2 tracked document(s) but no pipeline reaches it
R/gayini_dashboard_panels.R,ARCHIVE,,,Output/audit/DOC1_gateC_figures_methods.md|Output/audit/DOC1_verification_report.md|Output/audit/DOC3_findings.md,,22547,cited by 22 tracked document(s) but no pipeline reaches it
R/gayini_db_validation.R,ARCHIVE,,,docs/archive/Tier1_TaskF_spatial_resampling_spec_v2.md|docs/change_reports/tier2H_all_pixel_census_20260715.md|docs/tier1f_foundation_and_rebalance_change_report.md,,7284,cited by 3 tracked document(s) but no pipeline reaches it
R/gayini_descriptive_figures.R,ARCHIVE,,,docs/Tier2_TaskH_ondisk_census_groundcover_review.md|docs/Tier2_TaskI_deck_stocktake_and_review_bundle.md|docs/Tier2_TaskK_gate0_output_census.md,,24931,cited by 6 tracked document(s) but no pipeline reaches it
R/gayini_f5_legibility_figures.R,ARCHIVE,,,Output/audit/DOC1_gateA_verify_answers.md|docs/change_reports/T1_gate0_inventory.md|docs/change_reports/tier1c2_f5_legibility.md,,11298,cited by 4 tracked document(s) but no pipeline reaches it
R/gayini_figure_manifest.R,ARCHIVE,,,docs/TaskH_D2_and_figure_reregistration.md|docs/Tier2_TaskK_gate0_output_census.md|docs/change_reports/T1_gate0_inventory.md,,10329,cited by 4 tracked document(s) but no pipeline reaches it
R/gayini_figure_register.R,ARCHIVE,,,Output/audit/DOC3_findings.md|Output/audit/FIG3_partA_producer_review.md|docs/Gayini_issues_log.md,,3868,cited by 4 tracked document(s) but no pipeline reaches it
R/gayini_fit.R,ARCHIVE,,,Output/diag/DIAG1_diagnostics.md|docs/reference_update/Gayini_CC_spec_DASH2.md|docs/reference_update/Gayini_CC_spec_DIAG1_v2.md,,6265,cited by 3 tracked document(s) but no pipeline reaches it
R/gayini_gradient_helpers.R,MIGRATE,EP3_census_parquet,1,docs/Gayini_taskL_merge_checklist.md|docs/TaskH_D2_and_figure_reregistration.md|docs/Tier1_TaskC_stratified_sampling_frame_F5.md,,6986,
R/gayini_ground_cover_response_figures.R,ARCHIVE,,,docs/Tier1_TaskG_figures_and_dashboards_refresh.md|docs/change_reports/tier1G_figures_dashboards_2026-07-14.md|docs/change_reports/tier1e_f7_groundcover_response.md,,22449,cited by 3 tracked document(s) but no pipeline reaches it
R/gayini_ground_cover_response_functions.R,ARCHIVE,,,Output/audit/DOC1_gateA_verify_answers.md|docs/change_reports/tier1G_figures_dashboards_2026-07-14.md|docs/change_reports/tier1e_f7_groundcover_response.md,,21602,cited by 3 tracked document(s) but no pipeline reaches it
R/gayini_helpers.R,MIGRATE,EP1_percentile_stack|EP3_census_parquet,1,docs/CHANGELOG_output_visible_cleanup_20260623.md|docs/codebase_audit_rs_inundation.md|docs/folder_structure_audit_20260623.md,,4467,
R/gayini_interpretation_filters.R,ARCHIVE,,,docs/current_run_order.md,,2185,cited by 1 tracked document(s) but no pipeline reaches it
R/gayini_inundation_wet_rule.R,MIGRATE,EP2_flood_frequency,2,docs/Tier2_TaskH_all_pixel_census.md|docs/Tier2_TaskH_all_pixel_census_v2.md|docs/Tier2_TaskH_all_pixel_census_v3.md,,3590,
R/gayini_map_inundation_figures.R,ARCHIVE,,,docs/repo_audit_pre_subsampling_stocktake.md,,12035,cited by 1 tracked document(s) but no pipeline reaches it
R/gayini_mer_helpers.R,ARCHIVE,,,docs/current_run_order.md|docs/repo_audit_pre_subsampling_stocktake.md,,1790,cited by 2 tracked document(s) but no pipeline reaches it
R/gayini_mer_inundation_functions.R,ARCHIVE,,,docs/CHANGELOG_MER_inundation_20260623.md|docs/MER_inundation_method_note_20260623.md|docs/current_run_order.md,,77596,cited by 4 tracked document(s) but no pipeline reaches it
R/gayini_mer_raster_functions.R,ARCHIVE,,,docs/change_reports/T1_gate0_inventory.md|docs/repo_audit_pre_subsampling_stocktake.md,,61062,cited by 2 tracked document(s) but no pipeline reaches it
R/gayini_monte_carlo_sampling.R,ARCHIVE,,,docs/Tier2_TaskH_all_pixel_census_v2.md|docs/archive/Tier1_TaskF_spatial_resampling_spec_v2.md|docs/change_reports/tier2H_gate1_recon_20260715.md,,4100,cited by 4 tracked document(s) but no pipeline reaches it
R/gayini_output_helpers.R,MIGRATE,EP1_percentile_stack|EP3_census_parquet,1,docs/current_run_order.md,,1983,
R/gayini_output_paths.R,MIGRATE,EP1_percentile_stack|EP2_flood_frequency|EP3_census_parquet,1,docs/Tier2_TaskK_gate0_output_census.md|docs/tier0_annual_stack_task.md,,9686,
R/gayini_params.R,ARCHIVE,,,CLAUDE.md|Output/audit/FIG3_partA_producer_review.md|Output/audit/SCHEM1_verification_findings.md,,3292,cited by 7 tracked document(s) but no pipeline reaches it
R/gayini_pixel_census_functions.R,ARCHIVE,,,docs/change_reports/T1_gate0_inventory.md|docs/change_reports/T5_change_report.md|docs/change_reports/T8_pixel_area_constant_audit.md,,13550,cited by 4 tracked document(s) but no pipeline reaches it
R/gayini_plot_context_figures.R,ARCHIVE,,,docs/repo_audit_pre_subsampling_stocktake.md,,13231,cited by 1 tracked document(s) but no pipeline reaches it
R/gayini_plot_ground_cover_figures.R,ARCHIVE,,,docs/repo_audit_pre_subsampling_stocktake.md,,9662,cited by 1 tracked document(s) but no pipeline reaches it
R/gayini_plot_hydrology_figures.R,ARCHIVE,,,docs/repo_audit_pre_subsampling_stocktake.md,,7256,cited by 1 tracked document(s) but no pipeline reaches it
R/gayini_plotting_helpers.R,ARCHIVE,,,docs/current_run_order.md,,8556,cited by 1 tracked document(s) but no pipeline reaches it
R/gayini_review_figure_functions.R,ARCHIVE,,,docs/function_file_inventory.md|docs/repo_audit_pre_subsampling_stocktake.md,,6423,cited by 2 tracked document(s) but no pipeline reaches it
R/gayini_sampling_allocation.R,ARCHIVE,,,docs/Tier2_TaskH_all_pixel_census_v2.md|docs/archive/Tier1_TaskF_spatial_resampling_spec_v2.md|docs/change_reports/tier2H_gate1_recon_20260715.md,,3328,cited by 4 tracked document(s) but no pipeline reaches it
R/gayini_sampling_design_map.R,ARCHIVE,,,docs/Tier2_TaskK_gate0_output_census.md|docs/change_reports/tier1a_reproject_sampling_map.md,,14356,cited by 2 tracked document(s) but no pipeline reaches it
R/gayini_spatial_8058_functions.R,ARCHIVE,,,docs/change_reports/tier1a_reproject_sampling_map.md,,12636,cited by 1 tracked document(s) but no pipeline reaches it
R/gayini_stratified_sampling_figures.R,ARCHIVE,,,Output/audit/DOC3_findings.md|docs/Tier1_TaskG_figures_and_dashboards_refresh.md|docs/change_reports/tier1G_figures_dashboards_2026-07-14.md,,26157,cited by 6 tracked document(s) but no pipeline reaches it
R/gayini_stratified_sampling_functions.R,ARCHIVE,,,docs/Gayini_established_data_facts.md|docs/Tier2_TaskH_all_pixel_census_v2.md|docs/Tier2_TaskH_all_pixel_census_v3.md,,15332,cited by 9 tracked document(s) but no pipeline reaches it
R/gayini_temp_cleanup_functions.R,ARCHIVE,,,docs/function_file_inventory.md,,3281,cited by 1 tracked document(s) but no pipeline reaches it
R/gayini_time_helpers.R,ARCHIVE,,,docs/current_run_order.md|docs/repo_audit_pre_subsampling_stocktake.md,,1445,cited by 2 tracked document(s) but no pipeline reaches it
R/gayini_trend_test_figures.R,ARCHIVE,,,docs/change_reports/tier1d_trend_test.md,,17220,cited by 1 tracked document(s) but no pipeline reaches it
R/gayini_trend_test_functions.R,ARCHIVE,,,Output/audit/DOC1_gateA_verify_answers.md|docs/change_reports/T1_gate0_inventory.md|docs/change_reports/tier1d_trend_test.md,,15691,cited by 3 tracked document(s) but no pipeline reaches it
R/gayini_veg_regime_functions.R,MIGRATE,EP3_census_parquet,1,docs/Gayini_taskL_merge_checklist.md|docs/change_reports/tier1G_figures_dashboards_2026-07-14.md|docs/change_reports/tier1_dashboards_trial.md,,11458,
R/gayini_veg_water_census_panels.R,ARCHIVE,,,Output/audit/DOC1_gateA_verify_answers.md|Output/audit/DOC1_gateC_figures_methods.md|Output/audit/DOC3_findings.md,,17780,cited by 13 tracked document(s) but no pipeline reaches it
R/hydrology_import_functions.R,ARCHIVE,,,docs/CHANGELOG_MER_inundation_20260623.md,,8615,cited by 1 tracked document(s) but no pipeline reaches it
R/inundation_extraction_functions.R,ARCHIVE,,,docs/function_file_inventory.md,,19521,cited by 1 tracked document(s) but no pipeline reaches it
R/inundation_pre_post_plotting_functions.R,ARCHIVE,,,docs/codebase_audit_rs_inundation.md|docs/folder_structure_audit_20260623.md|docs/function_file_inventory.md,,3453,cited by 3 tracked document(s) but no pipeline reaches it
R/inundation_pre_post_raster_functions.R,ARCHIVE,,,docs/function_file_inventory.md|docs/repo_audit_pre_subsampling_stocktake.md|docs/tier0_4_wet_rule_confirm_change_report.md,,46893,cited by 6 tracked document(s) but no pipeline reaches it
R/modis_ground_cover_functions.R,ARCHIVE,,,docs/CHANGELOG_output_visible_cleanup_20260623.md|docs/canonical_outputs_steps_04_07.md|docs/change_reports/T8_pixel_area_constant_audit.md,,96155,cited by 3 tracked document(s) but no pipeline reaches it
R/raster_catalog_functions.R,MIGRATE,EP2_flood_frequency,2,docs/function_file_inventory.md|docs/tier0_annual_stack_task.md|docs/tier0_change_report.md,,20385,
R/raster_subset_functions.R,ARCHIVE,,,docs/function_file_inventory.md,,10797,cited by 1 tracked document(s) but no pipeline reaches it
R/rs_gauge_join_functions.R,ARCHIVE,,,docs/CHANGELOG_MER_inundation_20260623.md|docs/repo_audit_pre_subsampling_stocktake.md,,12199,cited by 2 tracked document(s) but no pipeline reaches it
R/step7_figure_helpers.R,ARCHIVE,,,docs/CHANGELOG_rs_consolidation.md|docs/codebase_audit_rs_inundation.md|docs/folder_structure_audit_20260623.md,,15753,cited by 5 tracked document(s) but no pipeline reaches it
R/vector_prep_functions.R,MIGRATE,EP1_percentile_stack,1,docs/Tier2_TaskK_gate0_output_census.md|docs/change_reports/T1_gateB_dim_management_zone.md|docs/change_reports/T8_pixel_area_constant_audit.md,,21299,
README.md,MIGRATE,,,Output/audit/DOC1_gateB_value_claims.md|docs/Audit/Gayini_CC_spec_HANDOFF2.md|docs/Gayini_issues_log.md,,1739,required by spec section 5 (documents)
config/README.md,ARCHIVE,,,Output/audit/DOC1_gateB_value_claims.md|README.md|docs/Audit/Gayini_CC_spec_HANDOFF2.md,,71,cited by 12 tracked document(s) but no pipeline reaches it
config/class_legends/fractional_cover_bands.csv,ARCHIVE,,,docs/Tier2_TaskH_all_pixel_census.md|docs/change_reports/tier2H_gate1_recon_20260715.md,,500,cited by 2 tracked document(s) but no pipeline reaches it
config/class_legends/inundation_classes.csv,ARCHIVE,,,,,512,referenced by 1 tracked file(s) but no pipeline reaches it
config/class_legends/modis_fractional_cover_bands.csv,ARCHIVE,,,,,644,referenced by 1 tracked file(s) but no pipeline reaches it
config/extraction_settings.csv,ARCHIVE,,,github_push_audit_plan.md,,1117,cited by 1 tracked document(s) but no pipeline reaches it
demo_spine.R,ARCHIVE,,,docs/Gayini_Results_database_overview.md|docs/archive/Tier1_TaskF_spatial_resampling_spec_v2.md|docs/change_reports/tier2H_all_pixel_census_20260715.md,,2676,cited by 6 tracked document(s) but no pipeline reaches it
docs/Audit/Gayini_CC_spec_HANDOFF1.md,ARCHIVE,,,,,11704,referenced by 2 tracked file(s) but no pipeline reaches it
docs/Audit/Gayini_CC_spec_HANDOFF2.md,ORPHAN,,,,,12504,nothing references it and no tracked document names it
docs/Audit/Gayini_CC_spec_RETRO1.md,ARCHIVE,,,,,11639,referenced by 2 tracked file(s) but no pipeline reaches it
docs/Audit/Gayini_CC_spec_TRACE1.md,ARCHIVE,,,,,8135,referenced by 2 tracked file(s) but no pipeline reaches it
docs/Audit/Gayini_RETRO1_gateB_learnings.md,MIGRATE,,,docs/Audit/Gayini_CC_spec_HANDOFF2.md,,12528,required by spec section 5 (documents)
docs/Audit/Gayini_key_takeaways_handover_DRAFT.md,MIGRATE,,,,,15759,required by spec section 5 (documents)
docs/Biodiversity_Task_deck_restyle_spec.md,ARCHIVE,,,docs/Biodiversity_workstation_onboarding_and_audit.md,,4974,cited by 1 tracked document(s) but no pipeline reaches it
docs/Biodiversity_workstation_onboarding_and_audit.md,ARCHIVE,,,,,10108,referenced by 1 tracked file(s) but no pipeline reaches it
docs/CC_output_structure_inventory.md,ARCHIVE,,,,,2594,referenced by 1 tracked file(s) but no pipeline reaches it
docs/CHANGELOG_MER_inundation_20260623.md,ARCHIVE,,,,,4782,referenced by 1 tracked file(s) but no pipeline reaches it
docs/CHANGELOG_folder_cleanup_20260623.md,ARCHIVE,,,,,2015,referenced by 1 tracked file(s) but no pipeline reaches it
docs/CHANGELOG_output_visible_cleanup_20260623.md,ARCHIVE,,,,,2464,referenced by 1 tracked file(s) but no pipeline reaches it
docs/CHANGELOG_rs_consolidation.md,ARCHIVE,,,,,2567,referenced by 1 tracked file(s) but no pipeline reaches it
docs/CHANGELOG_rs_final_pruning.md,ARCHIVE,,,docs/CHANGELOG_rs_consolidation.md|docs/codebase_audit_rs_inundation.md,,969,cited by 2 tracked document(s) but no pipeline reaches it
docs/CHANGELOG_rs_workflow_simplification.md,ARCHIVE,,,,,2265,referenced by 1 tracked file(s) but no pipeline reaches it
docs/CLAUDE_TASK_checkerboard_and_dashboards.md,ARCHIVE,,,,,6342,referenced by 1 tracked file(s) but no pipeline reaches it
docs/CLAUDE_TASK_dashboards.md,ARCHIVE,,,,,4975,referenced by 1 tracked file(s) but no pipeline reaches it
docs/CLAUDE_TASK_pixel_census_and_rasters.md,ARCHIVE,,,,,6864,referenced by 1 tracked file(s) but no pipeline reaches it
