"set","row_type","scope","form","n","value","reference","delta","detail","cluster_note","support_level","unit","period_label","weighting","estimand","cluster","source_sha256_first50","interval_status"
"part-year (115 parts in 64 paddocks)","drop_one_cluster","57","linear",105,0.160893579582919,0.161270968760519,-0.000377389177600412,"slope with zone_fid 57 removed","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","drop_one_cluster","58","linear",105,0.161553188304118,0.161270968760519,0.000282219543599055,"slope with zone_fid 58 removed","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","drop_one_cluster","59","linear",70,0.161168186568639,0.161270968760519,-0.000102782191880535,"slope with zone_fid 59 removed","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","drop_one_cluster","60","linear",70,0.161054516041517,0.161270968760519,-0.000216452719001836,"slope with zone_fid 60 removed","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","drop_one_cluster","61","linear",105,0.161114796193818,0.161270968760519,-0.000156172566700863,"slope with zone_fid 61 removed","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","drop_one_cluster","62","linear",105,0.159928295663846,0.161270968760519,-0.0013426730966733,"slope with zone_fid 62 removed","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","drop_one_cluster","63","linear",105,0.160834764456352,0.161270968760519,-0.000436204304167492,"slope with zone_fid 63 removed","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","drop_one_cluster","64","linear",70,0.16098495951187,0.161270968760519,-0.000286009248648883,"slope with zone_fid 64 removed","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","form_summary","pooled","linear",4025,10.7838473333637,0.173481971168033,0,"leave-one-zone_fid-out CV weighted RMSE 10.7838; in-sample R2 0.1735; terms +0.16127","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","form_summary","pooled","quadratic",4025,10.5520819428872,0.173481971168033,0.036142899823403,"leave-one-zone_fid-out CV weighted RMSE 10.5521; in-sample R2 0.2096; terms +0.43952 -0.00313","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","form_summary","pooled","sqrt_x",4025,10.463537043452,0.173481971168033,0.0485681770550302,"leave-one-zone_fid-out CV weighted RMSE 10.4635; in-sample R2 0.2221; terms +1.78168","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","form_summary","pooled","log_x1",4025,10.3359768445559,0.173481971168033,0.067289631869117,"leave-one-zone_fid-out CV weighted RMSE 10.3360; in-sample R2 0.2408; terms +3.74060","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","form_summary","pooled","cubic",4025,10.4699585384135,0.173481971168033,0.0493285437612631,"leave-one-zone_fid-out CV weighted RMSE 10.4700; in-sample R2 0.2228; terms +0.76034 -0.01314 +0.00007","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","heteroscedasticity_by_demeaned_water","quartile 1","linear",1009,10.8206372200105,10.7748974660557,0.0457397539547397,"demeaned water -58.90 to -20.37 pp","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","heteroscedasticity_by_demeaned_water","quartile 2","linear",1004,12.1063738812165,10.7748974660557,1.33147641516083,"demeaned water -20.37 to -5.93 pp","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","heteroscedasticity_by_demeaned_water","quartile 3","linear",1006,12.1171837165183,10.7748974660557,1.3422862504626,"demeaned water -5.93 to 9.34 pp","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","heteroscedasticity_by_demeaned_water","quartile 4","linear",1006,8.09399965602729,10.7748974660557,-2.68089781002842,"demeaned water 9.34 to 94.24 pp","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","within_by_community","aeolian","linear",595,0.420946040728079,0.161270968760519,0.25967507196756,"residual SD 10.234; R2 0.1073","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","within_by_community","inland","linear",2135,0.154414713122549,0.161270968760519,-0.00685625563797015,"residual SD 10.430; R2 0.2000","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","within_by_community","riverine","linear",1295,0.21004447682445,0.161270968760519,0.0487735080639304,"residual SD 12.158; R2 0.1275","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","bootstrap_scheme","iid_part_years","linear",2000,0.0246878319879683,0.161270968760519,-6.15687244587826e-05,"2.5th 0.1489, 50th 0.1612, 97.5th 0.1736; width 0.0247","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","bootstrap_scheme","part_id","linear",2000,0.037119231598093,0.161270968760519,-0.000102387306052637,"2.5th 0.1439, 50th 0.1612, 97.5th 0.1810; width 0.0371","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"part-year (115 parts in 64 paddocks)","bootstrap_scheme","zone_fid","linear",2000,0.037939420283928,0.161270968760519,0.000564974039425348,"2.5th 0.1432, 50th 0.1618, 97.5th 0.1811; width 0.0379","clustered on the PADDOCK (zone_fid)","pixel","part-year (115 parts in 64 paddocks)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","zone_fid","1427adc27f162a7e520b44ac98249e9ae66da7472f7747dc2d61c8a3221f0d0c","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0001","linear",35,0.210569613592412,0.21057259836261,-2.98477019708421e-06,"slope with patch_id U0001 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0008","linear",35,0.210559548980441,0.21057259836261,-1.3049382168201e-05,"slope with patch_id U0008 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0019","linear",35,0.210605627677166,0.21057259836261,3.30293145559268e-05,"slope with patch_id U0019 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0021","linear",35,0.214221059789194,0.21057259836261,0.00364846142658426,"slope with patch_id U0021 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0023","linear",35,0.210565031572278,0.21057259836261,-7.56679033175889e-06,"slope with patch_id U0023 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0025","linear",35,0.2112099703859,0.21057259836261,0.000637372023290006,"slope with patch_id U0025 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0026","linear",35,0.210679153147848,0.21057259836261,0.00010655478523805,"slope with patch_id U0026 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0027","linear",35,0.210584147221349,0.21057259836261,1.15488587396906e-05,"slope with patch_id U0027 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0028","linear",35,0.210654864544472,0.21057259836261,8.22661818620785e-05,"slope with patch_id U0028 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0031","linear",35,0.210615035924139,0.21057259836261,4.24375615292738e-05,"slope with patch_id U0031 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0032","linear",35,0.210568636169566,0.21057259836261,-3.96219304404921e-06,"slope with patch_id U0032 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0033","linear",35,0.210560285050829,0.21057259836261,-1.23133117809482e-05,"slope with patch_id U0033 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0034","linear",35,0.210568565610218,0.21057259836261,-4.03275239135858e-06,"slope with patch_id U0034 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0036","linear",35,0.21056709788157,0.21057259836261,-5.50048103922784e-06,"slope with patch_id U0036 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0047","linear",35,0.210572298608153,0.21057259836261,-2.99754456783985e-07,"slope with patch_id U0047 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0077","linear",35,0.210597193020277,0.21057259836261,2.45946576673262e-05,"slope with patch_id U0077 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0078","linear",35,0.210614761536917,0.21057259836261,4.21631743071915e-05,"slope with patch_id U0078 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0081","linear",35,0.210681571499932,0.21057259836261,0.000108973137322804,"slope with patch_id U0081 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0101","linear",35,0.212313183750214,0.21057259836261,0.00174058538760408,"slope with patch_id U0101 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0104","linear",35,0.212085726986886,0.21057259836261,0.00151312862427683,"slope with patch_id U0104 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0105","linear",35,0.213363604859701,0.21057259836261,0.00279100649709127,"slope with patch_id U0105 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0107","linear",35,0.210335583858403,0.21057259836261,-0.000237014504206573,"slope with patch_id U0107 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0109","linear",35,0.212013960064774,0.21057259836261,0.00144136170216455,"slope with patch_id U0109 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0111","linear",35,0.210883119158491,0.21057259836261,0.000310520795880981,"slope with patch_id U0111 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0112","linear",35,0.210626540314464,0.21057259836261,5.3941951854819e-05,"slope with patch_id U0112 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0158","linear",35,0.209945839907923,0.21057259836261,-0.000626758454686988,"slope with patch_id U0158 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0163","linear",35,0.213020401408745,0.21057259836261,0.00244780304613573,"slope with patch_id U0163 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0168","linear",35,0.211415073561633,0.21057259836261,0.000842475199023418,"slope with patch_id U0168 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
