"part_id","zone_fid","paddock_name","community_short","n_pixels_part","x_inund_mean","residual","water_quartile","local_residual_sd","residual_z_local","rank_pooled","rank_local","rank_movement","support_level","unit","period_label","weighting","estimand","cluster","source_sha256_first50","interval_status","note"
"54_riverine",54,"Dinan 7","riverine",11273,8.67484,1.1645349897886,1,12.8110143844197,0.0909010758121436,54,50,-4,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"16_inland",16,"Bala 18","inland",11473,45.8749085714286,1.5041885200726,4,3.83288579700831,0.392442822388987,55,61,6,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"48_riverine",48,"Mara 4","riverine",197,12.4002857142857,1.6512491115327,2,8.48562122135004,0.194593780285422,56,53,-3,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"38_riverine",38,"Mara 8","riverine",1232,20.4522257142857,1.77626048059672,2,8.48562122135004,0.209325921374808,57,55,-2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"25_inland",25,"Bala 8/11","inland",24831,32.0082571428571,1.97916082352555,4,3.83288579700831,0.516363108201748,58,66,8,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"18_inland",18,"Bala 20","inland",9651,42.1288771428571,2.0349459614666,4,3.83288579700831,0.530917452081391,59,68,9,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"47_inland",47,"Mara 22","inland",6395,24.31096,2.04123520032007,3,6.33433521519219,0.322249317564439,60,60,0,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"29_inland",29,"Mara 3","inland",5294,32.9796542857143,2.49489618189705,4,3.83288579700831,0.650918476059056,61,76,15,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"62_aeolian",62,"Dinan 1","aeolian",1197,2.53013428571429,2.57389507397583,1,12.8110143844197,0.200912667548489,62,54,-8,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"57_inland",57,"Dinan 10","inland",3765,5.9298,2.79310718587732,1,12.8110143844197,0.218023889605041,63,56,-7,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"49_inland",49,"Mara 5a","inland",1842,41.1586742857143,2.86730824984457,4,3.83288579700831,0.748080793871447,64,83,19,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"28_inland",28,"Mara 2","inland",1141,20.8338457142857,2.91086501056748,3,6.33433521519219,0.459537569717829,65,63,-2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"62_inland",62,"Dinan 1","inland",10042,25.0906257142857,3.01796661376244,3,6.33433521519219,0.476445674444918,66,64,-2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"24_inland",24,"Bala 7/10","inland",3938,35.5343542857143,3.1106522418948,4,3.83288579700831,0.811569247464342,67,87,20,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"32_inland",32,"Mara 12","inland",3923,36.8843142857143,3.27651287229739,4,3.83288579700831,0.854842290071573,68,88,20,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"46_inland",46,"Mara 20","inland",2397,29.6596885714286,3.3011316981252,3,6.33433521519219,0.521148879239579,69,67,-2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"27_riverine",27,"Mara 1","riverine",262,6.34678285714286,3.34077195937112,1,12.8110143844197,0.260773414120434,70,58,-12,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"26_riverine",26,"Bala 14/16","riverine",199,12.6633171428571,3.40621226497802,2,8.48562122135004,0.401409888106708,71,62,-9,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"35_inland",35,"Mara 9","inland",4952,33.5489257142857,3.89603572033977,4,3.83288579700831,1.01647581657162,72,97,25,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"44_inland",44,"Mara 19","inland",4801,42.0674257142857,3.96856011481533,4,3.83288579700831,1.03539743289845,73,98,25,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"17_inland",17,"Bala 19","inland",13332,29.14834,4.43617338803288,3,6.33433521519219,0.700337641966472,74,78,4,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"53_riverine",53,"Dinan 6","riverine",811,18.3019171428571,4.67535811821818,2,8.48562122135004,0.550974171042994,75,70,-5,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"30_inland",30,"Mara 10","inland",3992,29.8990857142857,4.6861175278237,3,6.33433521519219,0.739796264110648,76,81,5,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"37_inland",37,"Mara 7","inland",13575,33.5703285714286,4.70528548643502,4,3.83288579700831,1.22760910072187,77,103,26,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"22_inland",22,"Bala 24","inland",5667,23.7475085714286,4.73443069214936,3,6.33433521519219,0.747423451918737,78,82,4,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"07_inland",7,"Bala 3","inland",20725,11.5934542857143,4.78590512211112,2,8.48562122135004,0.564001738619874,79,71,-8,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"13_inland",13,"Bala 13","inland",12762,30.2852257142857,4.96877439185062,3,6.33433521519219,0.784419236281271,80,85,5,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"09_inland",9,"Bala 5","inland",22252,17.17008,5.20293437448174,2,8.48562122135004,0.613147138996851,81,74,-7,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"26_inland",26,"Bala 14/16","inland",8576,38.6387228571429,5.43387577579665,4,3.83288579700831,1.41769832538135,82,106,24,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"40_inland",40,"Mara 15","inland",16594,30.9320085714286,5.65412736572804,3,6.33433521519219,0.892615747926832,83,90,7,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"04_inland",4,"Bala 29ca","inland",12687,15.9200142857143,5.87301396116153,2,8.48562122135004,0.692113612894349,84,77,-7,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"36_inland",36,"Mara 6","inland",10314,36.9038,6.08818507139175,4,3.83288579700831,1.58840763691519,85,113,28,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"15_inland",15,"Bala 17","inland",11970,27.4156771428571,6.23191748456939,3,6.33433521519219,0.983831337126403,86,94,8,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"52_inland",52,"Dinan 2","inland",12823,32.1270971428571,6.26841735564433,4,3.83288579700831,1.63543024437019,87,114,27,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"51_inland",51,"Dinan 3","inland",4499,25.1058914285714,6.38965831254541,3,6.33433521519219,1.0087338442747,88,96,8,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"63_aeolian",63,"Dinan 4","aeolian",70,4.32653142857143,6.56327152000571,1,12.8110143844197,0.512314741289161,89,65,-24,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"37_riverine",37,"Mara 7","riverine",686,14.2190771428571,6.64249634557861,2,8.48562122135004,0.782794349677773,90,84,-6,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"48_inland",48,"Mara 4","inland",720,30.4603257142857,6.85325241649163,3,6.33433521519219,1.08192133565254,91,99,8,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"39_inland",39,"Mara 11","inland",14841,8.24280571428571,7.02031606362154,1,12.8110143844197,0.547990647185549,92,69,-23,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"60_aeolian",60,"Dinan 14","aeolian",7555,1.52746285714286,7.26375385684629,1,12.8110143844197,0.566992873388715,93,72,-21,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"59_aeolian",59,"Dinan 12","aeolian",4464,2.2043,7.61091049213336,1,12.8110143844197,0.594091167471443,94,73,-21,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"42_inland",42,"Mara 17","inland",4586,31.2136257142857,7.95952141932567,3,6.33433521519219,1.25656776108654,95,105,10,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"09_riverine",9,"Bala 5","riverine",2132,5.82149428571429,8.18781009747014,1,12.8110143844197,0.63912269955983,96,75,-21,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"05_riverine",5,"Bala 1","riverine",318,4.34860571428571,9.02007544757055,1,12.8110143844197,0.70408752788073,97,79,-18,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"27_inland",27,"Mara 1","inland",588,26.4868828571429,9.06835344054215,3,6.33433521519219,1.43161880962547,98,107,9,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"16_riverine",16,"Bala 18","riverine",623,28.56226,9.17140629378422,3,6.33433521519219,1.44788773915653,99,109,10,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"08_inland",8,"Bala 4","inland",5578,26.64498,9.21802091276606,3,6.33433521519219,1.45524677801353,100,110,10,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"06_riverine",6,"Bala 2","riverine",1956,3.0222,9.26377231992995,1,12.8110143844197,0.723109977239289,101,80,-21,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"43_inland",43,"Mara 18","inland",3580,17.1604142857143,9.73369730292581,2,8.48562122135004,1.14708128598005,102,101,-1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"05_inland",5,"Bala 1","inland",9808,15.61582,9.74380383352882,2,8.48562122135004,1.14827230433208,103,102,-1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"51_aeolian",51,"Dinan 3","aeolian",2417,0.997691428571428,10.2753627907193,1,12.8110143844197,0.802072535584362,104,86,-18,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"06_inland",6,"Bala 2","inland",26087,11.3494885714286,10.6220776119005,2,8.48562122135004,1.25177371636329,105,104,-1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"10_riverine",10,"Bala 6","riverine",13478,3.12106571428571,11.3852988939023,1,12.8110143844197,0.888711740714979,106,89,-17,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"48_aeolian",48,"Mara 4","aeolian",33,1.81818285714286,11.5807330808804,1,12.8110143844197,0.903966909518459,107,91,-16,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
