zone_fid,community,n_cells,veg_p05_temporal_mean,veg_p50_temporal_mean,n_cells_missing_p05,mean_share_cells_wet,area_ha,zone_name,grazing_treatment,community_short,part_id,paddock_cells,share_of_paddock_pct,n_parts_in_paddock,support_level,unit,period_label,weighting,scope_filter,pixel_constant_ha,denominator,y_basis,x_quantity,min_cells_filter,estimand
1,Riverine Chenopod Shrublands,636,26.855742,69.44804,0,13.342318,39.65550846188001,Bala 26ca,No grazing,riverine,Bala 26ca / riverine,33035,1.9252308158014226,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
51,Riverine Chenopod Shrublands,2674,36.575436,61.923428,0,13.509991,166.72771953941376,Dinan 3,14-day grazing,riverine,Dinan 3 / riverine,9590,27.883211678832115,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
37,Riverine Chenopod Shrublands,686,56.59033,80.63552,0,14.219074,42.77307988183913,Mara 7,14-day grazing,riverine,Mara 7 / riverine,14876,4.611454692121538,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
5,Inland Floodplain Shrublands / Swamps,9808,64.61129,83.20978,0,15.615824,611.542809739181,Bala 1,14-day grazing,inland,Bala 1 / inland,10126,96.85956942524196,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
10,Inland Floodplain Shrublands / Swamps,18947,62.19501,83.24998,0,15.826102,1181.372513879309,Bala 6,14-day grazing,inland,Bala 6 / inland,32425,58.43330763299923,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
4,Inland Floodplain Shrublands / Swamps,12687,55.772614,79.797615,0,15.920008,791.0525721004273,Bala 29ca,No grazing,inland,Bala 29ca / inland,36676,34.59210382811648,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
55,Riverine Chenopod Shrublands,22565,39.721504,70.15671,0,16.32123,1406.959981827551,Dinan 8,14-day grazing,riverine,Dinan 8 / riverine,42843,52.669047452325934,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
43,Inland Floodplain Shrublands / Swamps,3580,47.612103,82.70981,0,17.160416,223.21811366907303,Mara 18,14-day grazing,inland,Mara 18 / inland,3580,100.0,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
9,Inland Floodplain Shrublands / Swamps,22252,52.63987,80.91935,0,17.170078,1387.443984738607,Bala 5,14-day grazing,inland,Bala 5 / inland,24384,91.25656167979002,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
59,Riverine Chenopod Shrublands,22024,52.08284,77.48165,0,17.654507,1373.2278590635933,Dinan 12,14-day grazing,riverine,Dinan 12 / riverine,26488,83.14708547266687,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
55,Inland Floodplain Shrublands / Swamps,3724,41.12752,74.39536,0,18.069664,232.1967193585553,Dinan 8,14-day grazing,inland,Dinan 8 / inland,42843,8.692201759914106,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
58,Riverine Chenopod Shrublands,11694,40.92441,73.07195,0,18.263578,729.1376037000391,Dinan 13,14-day grazing,riverine,Dinan 13 / riverine,20212,57.85671878092222,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
53,Riverine Chenopod Shrublands,811,52.270638,78.67597,0,18.30192,50.56700843173694,Dinan 6,14-day grazing,riverine,Dinan 6 / riverine,6827,11.87930276841951,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
64,Riverine Chenopod Shrublands,2615,51.724564,76.25756,0,19.054903,163.048985263862,Dinan 5,14-day grazing,riverine,Dinan 5 / riverine,7078,36.945464820570784,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
38,Riverine Chenopod Shrublands,1232,53.354294,77.93884,0,20.452227,76.81695978779273,Mara 8,14-day grazing,riverine,Mara 8 / riverine,3784,32.55813953488372,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
28,Inland Floodplain Shrublands / Swamps,1141,52.323757,77.352,0,20.833855,71.14297980346713,Mara 2,14-day grazing,inland,Mara 2 / inland,1985,57.48110831234257,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
53,Inland Floodplain Shrublands / Swamps,6016,51.215263,78.57951,0,22.388393,375.10619324948135,Dinan 6,14-day grazing,inland,Dinan 6 / inland,6827,88.1206972315805,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
18,Riverine Chenopod Shrublands,2845,46.971497,76.940025,0,22.796886,177.38981379567394,Bala 20,14-day grazing,riverine,Bala 20 / riverine,12653,22.4847862167075,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
61,Riverine Chenopod Shrublands,5522,47.532295,75.38716,0,23.208982,344.30458762028525,Dinan 11,14-day grazing,riverine,Dinan 11 / riverine,9556,57.78568438677271,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
11,Inland Floodplain Shrublands / Swamps,4101,51.566048,76.962296,0,23.385933,255.70320786504706,Bala 9,14-day grazing,inland,Bala 9 / inland,4101,100.0,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
22,Inland Floodplain Shrublands / Swamps,5667,64.757225,85.402405,0,23.74751,353.3455447381667,Bala 24,14-day grazing,inland,Bala 24 / inland,5667,100.0,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
47,Inland Floodplain Shrublands / Swamps,6395,60.56213,82.86937,0,24.310959,398.7373846127715,Mara 22,14-day grazing,inland,Mara 22 / inland,6395,100.0,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
63,Inland Floodplain Shrublands / Swamps,6777,52.083355,79.65671,0,24.984085,422.5556302612592,Dinan 4,14-day grazing,inland,Dinan 4 / inland,10879,62.29432852284217,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
62,Inland Floodplain Shrublands / Swamps,10042,57.62702,81.6466,0,25.09062,626.1330439845898,Dinan 1,14-day grazing,inland,Dinan 1 / inland,12527,80.16284824778478,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
51,Inland Floodplain Shrublands / Swamps,4499,58.155502,82.45038,0,25.105896,280.5190763679217,Dinan 3,14-day grazing,inland,Dinan 3 / inland,9590,46.91345151199166,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
14,Inland Floodplain Shrublands / Swamps,8452,52.98071,76.34477,0,25.60138,526.9942728298897,Bala 15,14-day grazing,inland,Bala 15 / inland,8475,99.72861356932154,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
27,Inland Floodplain Shrublands / Swamps,588,64.10545,85.532,0,26.48688,36.662639898719256,Mara 1,14-day grazing,inland,Mara 1 / inland,850,69.17647058823529,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
8,Inland Floodplain Shrublands / Swamps,5578,71.8309,85.62668,0,26.644983,347.79626761063946,Bala 4,14-day grazing,inland,Bala 4 / inland,5578,100.0,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
15,Inland Floodplain Shrublands / Swamps,11970,61.8669,79.40573,0,27.415682,746.3465979382134,Bala 17,14-day grazing,inland,Bala 17 / inland,11970,100.0,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
64,Inland Floodplain Shrublands / Swamps,4463,57.743534,81.32241,0,27.84994,278.2744249455511,Dinan 5,14-day grazing,inland,Dinan 5 / inland,7078,63.054535179429216,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
