zone_fid,n_cells,veg_p05_temporal_mean,veg_p50_temporal_mean,n_cells_missing_p05,area_ha,share_pct_aeolian,share_pct_riverine,share_pct_inland,dominant_community,dominant_community_share_pct,zone_name,treatment,mean_floor,mean_flood,support_level,series_variant,dominant_community_short,unit,period_label,weighting,scope_filter,pixel_constant_ha,denominator,y_basis,x_quantity,estimand
2,23908,59.904243,81.73009,0,1490.697950167653,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Bala 27ca,No grazing,68.01,29.69,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
30,3992,60.830124,81.78701,0,248.90690216953618,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 10,14-day grazing,73.75,29.9,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
13,12762,61.4781,82.71624,0,795.7289292303659,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Bala 13,14-day grazing,74.24,30.29,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
52,13883,67.389206,85.19695,0,865.6248804658494,0.0,7.635237340632428,92.36476265936757,Inland Floodplain Shrublands / Swamps,92.36476265936757,Dinan 2,14-day grazing,69.35,30.55,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
31,1835,61.654305,80.54498,0,114.41487111249972,2.561307901907357,54.713896457765664,42.724795640326974,Riverine Chenopod Shrublands,54.713896457765664,Mara 13,14-day grazing,69.05,30.77,pixel,mean_of_seasons,riverine,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
40,16594,62.72559,83.88091,0,1034.659602856033,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 15,14-day grazing,75.28,30.93,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
42,4586,65.07351,85.0215,0,285.9436506386505,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 17,14-day grazing,77.74,31.21,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
37,14876,63.693684,83.2346,0,927.5398488662375,4.13417585372412,4.611454692121538,91.25436945415434,Inland Floodplain Shrublands / Swamps,91.25436945415434,Mara 7,14-day grazing,73.2,31.35,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
25,24880,61.789898,82.10898,0,1551.3035385716585,0.0,0.19694533762057878,99.80305466237942,Inland Floodplain Shrublands / Swamps,99.80305466237942,Bala 8/11,14-day grazing,72.07,31.97,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
23,9115,64.00511,84.69225,0,568.3332698585476,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Bala 25,14-day grazing,68.94,32.38,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
29,5295,60.275543,81.174675,0,330.15081337367087,0.018885741265344664,0.0,99.98111425873466,Inland Floodplain Shrublands / Swamps,99.98111425873466,Mara 3,14-day grazing,73.23,32.97,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
35,4952,65.549484,82.97928,0,308.7642734327513,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 9,14-day grazing,74.95,33.55,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
24,3981,70.83139,85.83907,0,248.22103645714517,0.0,1.080130620447124,98.91986937955288,Inland Floodplain Shrublands / Swamps,98.91986937955288,Bala 7/10,14-day grazing,74.63,35.37,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
32,4153,66.13302,82.98504,0,258.9454821418046,0.0,5.538165181796292,94.4618348182037,Inland Floodplain Shrublands / Swamps,94.4618348182037,Mara 12,14-day grazing,76.11,36.0,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
36,10314,69.38823,84.50745,0,643.0926325091674,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 6,14-day grazing,78.98,36.9,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
18,12653,65.715294,84.02259,0,788.932623534855,1.2408124555441398,22.4847862167075,76.27440132774836,Inland Floodplain Shrublands / Swamps,76.27440132774836,Bala 20,14-day grazing,68.18,37.5,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
26,8775,75.89119,86.61525,2,547.1337842028256,0.0,2.2678062678062676,97.73219373219374,Inland Floodplain Shrublands / Swamps,97.73219373219374,Bala 14/16,14-day grazing,78.22,38.05,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
21,24369,71.39956,86.60612,0,1519.4419586596762,0.0,18.408633920144446,81.59136607985556,Inland Floodplain Shrublands / Swamps,81.59136607985556,Bala 23,14-day grazing,69.02,38.6,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
12,15571,73.037186,86.80427,0,970.8740916036693,0.0,3.178986577612228,96.82101342238776,Inland Floodplain Shrublands / Swamps,96.82101342238776,Bala 12,14-day grazing,69.67,39.61,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
19,10258,62.55599,83.537735,0,639.6009525188132,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Bala 21,14-day grazing,75.51,40.39,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
49,1842,69.01555,84.99561,0,114.851331111294,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 5a,14-day grazing,78.09,41.16,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
45,13640,67.49176,85.14955,0,850.4734833648481,0.0,24.01026392961877,75.98973607038123,Inland Floodplain Shrublands / Swamps,75.98973607038123,Mara 21,14-day grazing,69.72,41.42,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
44,4801,70.485306,87.960144,0,299.34920774447477,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 19,14-day grazing,79.69,42.07,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
33,16075,72.44011,86.220665,0,1002.2992115168572,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 14,14-day grazing,76.93,42.31,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
41,10926,72.55102,87.24468,0,681.251706689467,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 16,14-day grazing,77.14,42.95,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
3,21986,70.71847,86.27027,0,1370.8585047844244,0.045483489493313926,16.84708450832348,83.10743200218322,Inland Floodplain Shrublands / Swamps,83.10743200218322,Bala 28ca,No grazing,68.09,43.34,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
34,5075,67.24107,84.487564,0,316.43349912585074,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 5,14-day grazing,77.09,44.88,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
16,12096,72.63201,86.55009,0,754.2028779165104,0.0,5.150462962962963,94.84953703703704,Inland Floodplain Shrublands / Swamps,94.84953703703704,Bala 18,14-day grazing,79.1,44.98,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
1,33035,70.26922,85.684,0,2059.779437166991,0.0,1.9252308158014226,98.07476918419857,Inland Floodplain Shrublands / Swamps,98.07476918419857,Bala 26ca,No grazing,68.77,45.29,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
50,1595,72.36136,87.188324,0,99.45052829669595,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 22a,14-day grazing,76.01,48.09,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
20,5266,80.319954,88.737114,0,328.34262195009455,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Bala 22,14-day grazing,84.06,58.9,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
