patch_id,community,community_short,n_cells,area_ha,veg_p05_temporal_mean,veg_p05_within_sd,mean_share_cells_wet,n_years_ge30_valid,meets_support_rule,meets_bare_33_cells,meets_500_cells,size_matched,veg_p05_spatial_mean_over_years,mean_share_cells_wet_armB,n_years_fitted,within_patch_slope,within_patch_r,within_patch_resid_ac1,within_patch_fitted,descriptive_offset_pp,offset_note,residual_vs_registered_115part_line,residual_vs_registered_64paddock_line,n_components,n_components_note,metric_note,descriptive_offset_note,registered_lines_note,unit_construction,selection_rule,support_level,period_label,land_use_label,pixel_constant_ha
U0048,Aeolian Chenopod Shrublands,aeolian,9,0.5611628555926417,49.862865,3.6709604,1.2698413,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0049,Aeolian Chenopod Shrublands,aeolian,2,0.1247028567983648,40.631943,1.9036646,0.0,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0050,Aeolian Chenopod Shrublands,aeolian,2,0.1247028567983648,41.141712,1.4240321,0.0,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0051,Aeolian Chenopod Shrublands,aeolian,2,0.1247028567983648,35.27349,2.5172741,0.0,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0052,Aeolian Chenopod Shrublands,aeolian,2,0.1247028567983648,38.554855,4.815371,5.714286,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0053,Aeolian Chenopod Shrublands,aeolian,2,0.1247028567983648,51.671875,0.3184953,2.857143,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0054,Aeolian Chenopod Shrublands,aeolian,2,0.1247028567983648,46.829956,1.1879072,8.571428,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0055,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,49.61364,,8.571428,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0056,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,58.727325,,25.714285,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0057,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,57.574448,,5.714286,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0058,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,28.684958,,2.857143,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0059,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,19.70949,,5.714286,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0060,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,17.484783,,5.714286,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0061,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,17.730474,,0.0,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0062,Aeolian Chenopod Shrublands,aeolian,2,0.1247028567983648,31.056206,0.2265356,0.0,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0063,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,51.644775,,5.714286,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0064,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,36.717293,,0.0,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0065,Aeolian Chenopod Shrublands,aeolian,2,0.1247028567983648,20.284409,4.7619157,4.285714,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0066,Aeolian Chenopod Shrublands,aeolian,4,0.2494057135967296,22.248377,1.8092446,0.71428573,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0067,Aeolian Chenopod Shrublands,aeolian,7,0.4364599987942769,26.120802,0.84564596,1.2244898,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0068,Aeolian Chenopod Shrublands,aeolian,2,0.1247028567983648,35.091946,5.476389,10.0,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0069,Aeolian Chenopod Shrublands,aeolian,9,0.5611628555926417,28.353003,13.414443,2.857143,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0070,Aeolian Chenopod Shrublands,aeolian,3,0.1870542851975472,21.272606,8.464184,7.6190476,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0071,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,30.454725,,5.714286,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0072,Aeolian Chenopod Shrublands,aeolian,1,0.0623514283991824,40.888985,,0.0,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0073,Aeolian Chenopod Shrublands,aeolian,3,0.1870542851975472,49.041348,1.922568,9.52381,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0074,Aeolian Chenopod Shrublands,aeolian,3,0.1870542851975472,58.186405,2.2757862,2.8571427,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0075,Aeolian Chenopod Shrublands,aeolian,4,0.2494057135967296,44.161762,1.5705296,2.142857,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0076,Inland Floodplain Shrublands / Swamps,inland,16,0.9976228543869186,65.15466,2.776396,19.642857,0,0,0,0,0,,,,,,,,,,,,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
U0077,Inland Floodplain Shrublands / Swamps,inland,35,2.1822999939713843,64.60664,3.5283103,24.897959,35,1,1,0,0,78.42838448660714,24.89795918367347,35.0,0.1526831518813526,0.6868951009389341,0.4141975117359753,1.0,,,12.105189278087508,12.135402323341836,1,"1 by construction: a patch is defined as a single 8-connected component, unlike a real part which may be several","veg_p05_spatial_mean_over_years and veg_p05_temporal_mean are DIFFERENT METRICS and are never co-plotted, differenced or captioned with one word. Arm B uses the first, Arm A the second.",offset is against Arm A's zoned DISPLAY SMOOTHER on the temporal metric: not a residual and not a test. NA where the patch is outside the zoned water range.,"115-part: 52.697196 + 0.547274 x mean water; 64-paddock: 52.652934 + 0.547838 x mean water. Both APPLIED, neither refitted.","8-connected component within one vegetation community, outside every management zone","meets_support_rule = >=25 water years with >=30 valid cells; meets_500_cells = the PARTSCATTER floor used by Arm A; meets_bare_33_cells = v1's threshold, for contrast; size_matched = inside this community's real-part IQR",pixel,1988-2022 (35 water years),unzoned standard-grazing country,0.06235142839918241
