patch_id,n_cells,veg_p05_temporal_mean,veg_p05_within_sd,veg_p50_temporal_mean,n_cells_missing_p05,mean_share_cells_wet,community,community_short,area_ha,n_years_ge30_valid,meets_support_rule,meets_bare_33_cells,meets_500_cells,size_matched,support_level,unit,unit_construction,land_use_label,period_label,weighting,scope_filter,pixel_constant_ha,denominator,y_basis,x_quantity,y_metric,min_cells_filter
U0161,1,71.486374,,83.94089,0,65.71429,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0162,1,30.052221,,74.88292,0,0.0,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0163,1473,70.05533,5.9192796,84.70558,0,40.465523,Inland Floodplain Shrublands / Swamps,inland,91.84365403199568,35,1,1,1,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0164,1,19.196413,,40.40334,0,2.857143,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0165,1,76.00947,,86.9063,0,62.857143,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0166,1,70.74626,,84.931175,0,17.142857,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0167,1,75.40339,,85.17883,0,74.28571,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0168,641,52.21683,6.857463,79.09151,0,18.176956,Inland Floodplain Shrublands / Swamps,inland,39.96726560387592,35,1,1,1,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0169,440,51.357456,14.468875,76.36935,0,11.681818,Inland Floodplain Shrublands / Swamps,inland,27.43462849564026,35,1,1,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0170,59,52.8251,5.814821,77.1253,0,21.985472,Inland Floodplain Shrublands / Swamps,inland,3.6787342755517622,35,1,1,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0171,1,75.987656,,89.0,0,34.285713,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0172,1,83.44098,,90.18852,0,51.42857,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0173,1,75.662476,,89.531044,0,45.714287,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0174,2,73.9628,0.5138436,90.540146,0,45.714287,Inland Floodplain Shrublands / Swamps,inland,0.12470285679836482,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0175,1,53.35567,,74.4495,0,17.142857,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0176,2,75.20824,0.30560443,89.44902,0,54.285713,Inland Floodplain Shrublands / Swamps,inland,0.12470285679836482,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0177,1,84.82051,,91.0,0,40.0,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0178,2,76.103165,1.3623588,89.56276,0,60.0,Inland Floodplain Shrublands / Swamps,inland,0.12470285679836482,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0179,2,76.64215,0.09012008,90.19389,0,51.428574,Inland Floodplain Shrublands / Swamps,inland,0.12470285679836482,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0180,3,66.87377,0.6201392,83.24717,0,30.47619,Inland Floodplain Shrublands / Swamps,inland,0.18705428519754724,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0181,1,76.66119,,89.65036,0,54.285713,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0182,1,81.83666,,89.958595,0,40.0,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0183,1,75.8911,,90.04249,0,60.0,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0184,1,22.785748,,71.61699,0,0.0,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0185,1,74.353485,,89.966805,0,62.857143,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0186,894,50.284256,8.778967,75.70896,0,28.9837,Inland Floodplain Shrublands / Swamps,inland,55.742176988869076,35,1,1,1,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0187,62,60.656673,2.3093698,80.14673,0,21.56682,Inland Floodplain Shrublands / Swamps,inland,3.8657885607493094,35,1,1,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0188,1,74.02306,,89.96601,0,60.0,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0189,1,81.36424,,89.78894,0,54.285713,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0190,1,56.669548,,83.72034,0,11.428572,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0191,1,83.935104,,90.91208,0,48.57143,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0192,954,54.12625,6.5202823,79.06823,0,21.021263,Inland Floodplain Shrublands / Swamps,inland,59.48326269282002,35,1,1,1,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
